codigo_4,descripcion;
T05.8,) s;
"T05.9,""Amputaciones traumáticas múltiples, no especificadas""";
T06.0,Traumatismos deal encéfalo y dee nervios craneales con;
T06.1,Traumatismos de nervios y médula espinal que afectan;
T06.2,Traumatismos dse nervios que afectan múltiples regiones del;
T06.3,) z o;
T06.4,zTraumatismoso de tendones y músculos que afectan;
T06.8,Otros traumatismos especificados que afectan múltiples;
T09.0,s S;
T09.1,ó;
"T09.2,""iLuxación, ehsguince o torcaedura de articulación y ligamentos""";
T09.3,) c n s;
"T09.4,""Teraumatismo de nervios, raíz de nervio espinal y plexos del""";
T09.5,Traumatismo de tendones y músculos del tronco no;
T09.6,) D decapitación (S18);
"T09.8,""Otros traumatismos especificados del tronco, nivel no""";
"T09.9,""Traumatismo no especificado del tronco, nivel no""";
"T11.0,""Traumatismo susperficial de miembro superior, nivel no""";
T11.1,iExcluye: quhe afectan: a;
"T11.2,""Luxación, esguince o torcedura de Particulación o ligamento""";
T11.3,Traumatismo de nervio no especificado de miembro;
T11.4,y T11.8;
T11.6,) e;
"T11.8,""Otros traumatismos especificados de miembro superior,""";
"T11.9,""Traumatismo no especificado de miembro superior, nivel no""";
"T13.0,""Traumatismo susperficial de miembro inferior, nivel no""";
T13.1,d a;
T13.2,a u r;
T13.3,Traumatismo de nervios no especificados de miembro;
T13.4,y T13.8;
T13.6,);
"T13.8,""Otros traumatismos especificados de miembro inferior,""";
"T13.9,""Traumatismo no especificado de miembro inferior, nivel no""";
T14.0,Traumatismo superficial de región no especificada del;
T14.1,Herida de región ano especificaeda del cuerpo;
"T14.3,""Luxación, esguince y torcedura de región no especificada""";
T14.4,Traumatismo de nervio(s) det región no esplecificada del;
T14.5,Traumatisme o de vaso(s) sianguíneo(s) deo región no S;
T14.6,iTraumatismho de tendonesa y músculos de región no;
T14.7,);
T14.8,Otros traumatismos de región no especificada del cuerpo;
T14.9,) 888;
T15.0,) o;
T15.1,rCuerpo extrnaño en el sacoe conjuntival /;
T15.8,Cuerpo eóxtraño en otras y en múltiples partes de la parte;
"T15.9,""Cuerpo extraño en parte externa del ojo, sitio no""";
T17.0,–T17.1)n a;
T17.1,)n a;
T17.2,) a u r;
T17.3,) M;
T17.4,) i v;
T17.5,) a u r;
T17.8,) i v;
"T17.9,""Cuerpo extraño en las vías respairatorias, parteu no r""";
T18.0,) • faringe (Te1 7.2) i o S;
T18.1,) i c;
T18.2,Cuerpo exetr año en el estóimago o S;
T18.3,Cuerpo dextraño en el i ntestino delgado M;
T18.4,) d a;
T18.5,) i v;
"T18.9,""Cuecrpo extraño en el tubo digestivo, parte no especificada""";
T19.0,Cuerpo extraño en la uretra;
T19.1,Cuerpo extraño en la vejiga;
T19.2,Cuerpo extraño en la vulva y en la vagina;
T19.3,Cuerpo extraño en el útero [cualquier parte];
T19.8,Cuerpo extraño en otras y en múltiples partes de las vías;
"T19.9,""Cuerpo extraño en las vías genitourinarias, parte no""";
"T20.0,""Quemadura de la cabeza y del cuello, grado no especificado""";
"T20.1,""Quemadura de la cabeza y del cuello, de primer grado""";
"T20.2,""Quemadura de la cabeza y del cuello, de segundo grado""";
"T20.3,""Quemadura de la cabeza y del cuello, de tercer grado""";
"T20.4,""Corrosión de la cabeza y del cuello, grado no especificado""";
"T20.5,""Corrosión de la cabeza y del cuello, de primer grado""";
"T20.6,""Corrosión de la cabeza y del cuello, de segundo grado""";
"T20.7,""Corrosión de la cabeza y del cuello, de tenrcer grado""";
"T21.0,""Quemadura del tr onco, grado noO especificado""";
"T21.1,""zQuemadura doel tronco, de p rimer grado""";
"T21.2,""iQuemadurah del tronco, dea segundo grado""";
"T21.5,""Ceorrosión del tronco, de primer grado""";
"T21.6,""Corrosión del tronco, de segundo grado""";
"T21.7,""Corrosión del tronco, de tercer grado""";
"T22.0,""Quemadura del hombro y miembro superior, grador no""";
"T22.1,""Quemadura del hombro y miemabro superior, due primer r""";
"T22.2,""Quemadura del hombro yc miembro supeerior, de segundo""";
"T22.3,""Quemadura del hompbro y miembro superior, de tercer""";
"T22.4,""Corrosión del chombro y miemnbro superiors, grado no""";
"T22.5,""Corrosiódn del hombro yf miembro supderior, de primMer grado,""";
"T22.6,""Corlrosión del hoimbro y miembrvo superior, de segundo""";
"T22.7,""rCorrosión dnel hombro y meiembro superi/or, de tercer grado,""";
"T23.1,""DQuemadura de la muñeca y de la mano, de primer grado""";
"T23.2,""Quemadura de la muñeca y de la mano, de segundo grado""";
"T23.3,""Quemadura de la muñeca y de la mano, de tercer grado""";
"T23.4,""Corrosión de la muñeca y de la mano, grado no""";
"T23.5,""Corrosión de la muñeca y de la mano, de primer grado""";
"T23.6,""Corrosión de la muñeca y de la mano, de segundo grado""";
"T23.7,""Corrosión de la muñeca y de la mano, de tercer grado""";
"T24.0,""Quemadura de la cadera y miembro inferior, grado no""";
"T24.1,""Quemadura de la cadera y miembro inferinor, de primer""";
"T24.2,""Quemadura de la cadera y miembroi inferior, de segundo""";
"T24.3,""Quemadura de la cadera y miembro inferior, de tercer gradoo,""";
"T24.4,""Corrosión de la cadera y miembro infedrior, grado no a""";
"T24.5,""Corrosión de la cadera y miembros inferior, de parimer grado,""";
"T24.6,""Corrosión de la cadera y miembro inferior, de segundo""";
"T24.7,""Corrosión de la cadera y miembro inferior, de tercer grado,""";
"T25.0,""Quemadura del tobillo y del pie, graPdo no especificado""";
"T25.1,""Quemadura del to billo y del pie,O de primer grado""";
"T25.2,""Quemadura del tobillo y del pie, de segundo grado""";
"T25.3,""iQuemadurah del tobillo y dael pie, de tercer grado""";
"T25.5,""Corrosión del tobillo y del pie, de primer grado""";
"T25.6,""Ceorrosión del tobillo y del pie, de segundo grado""";
"T25.7,""Corrosión del tobillo y del pie, de tercer grado""";
T26.0,Quemadura del párpado y área periiocular;
T26.1,Quemadura de la córnea y sacoa conjuntival u r;
T26.2,Quemadura con ruptura y detstrucción resulltantes del globoo;
T26.3,Quemadura de otras paartes del ojo y sdus anexos a;
"T26.4,""Quemadura del ojo py anexos, parte no especifica da""";
T26.5,Corrosión del páarpado y área peeriocular;
T26.6,Corrosión de lca córnea y sacno conjuntivals;
T26.7,Corrosión ec on ruptura y diestrucción resoultantes del gSlobo;
T26.8,Corrosión de otras partes del ojo y sus anexos;
"T26.9,""Corrosión del osjo y sus anexos, parte no especificada""";
T27.1,Qauemadura ques afecta la laringe y la tráquea con el pulmón;
T27.2,iQuemadurah de otras parteas de las vías respiratorias;
"T27.3,""Quemadura de las vías respiratorias, parte no especificada""";
T27.4,Ceorrosión de la laringe y de la tráquea;
T27.5,DCorrosión que afecta la laringe y la tráquea con el pulmón;
T27.6,Corrosión de otras partes de las vías respiratorias;
"T27.7,""Corrosión de las vías respiratorias, parte no especificada""";
T28.0,) • limitada a los ojos y sus anexos (T26.–);
T28.1,Quemadura del esófago;
T28.2,Quemadura de otras partes del tubo digestivo;
T28.3,Quemadura de órganos genitourinarios internos;
T28.4,Quemadura de otros órganos internos y de los no;
T28.5,Corrosión de la boca y de la faringe;
T28.6,Corrosión del esófago;
T28.7,Corrosión de otras partes del tubo digestivo o;
T28.8,Corrosión de órganos genitourinarios internos;
T28.9,Corrosión de otros órganos interncos y de los no;
"T29.0,""rQuemadurans de múltiples eregiones, grad/o no especificado""";
"T29.1,""Quemaduras de múltiples regiones,P mencionadas como de""";
"T29.2,""Quemaduras de múltiples regiones, mencionadas como de""";
"T29.5,""DCorrosiones múltiples, mencionadas como de no más de""";
"T29.6,""Corrosiones múltiples, mencionadas como de no más de""";
"T29.7,""Corrosiones múltiples, con mención al menos de una""";
T30.0,Quemadura de región del cuerpo y grado no especificados;
"T30.1,""Quemadura de primer grado, región del cnuerpo no""";
"T30.2,""Quemadura de segundo grado, recgión del cuerpo no""";
"T30.3,""Quemadura de tercer gracdo, región del ceuerpo no""";
T30.4,Corrosión de regaión del cuerpoe y grado no especificados;
"T30.5,""Corrosión ed e primer gradio, región del cuoerpo no S""";
"T30.6,""Corlrosión de segiundo grado, revgión del cuerpo no""";
T31.0,Quemaduras que afectan menos del 10% de la superficie del;
T31.1,Quemaduras que afectan del 10 al 19% de la superficie del;
T31.2,Quemaduras que afectan del 20 al 29% de la superficie del;
T31.3,Quemaduras que afectan del 30 al 39% de la superficie del;
T31.4,Quemaduras que afectan del 40 al 49% de la superficie del;
T31.5,Quemaduras que afectan del 50 al 59% de la superficie del;
T31.6,Quemaduras que afectan del 60 al 69% de la superficie del;
T31.7,Quemaduras que afectan del 70 al 79% den la superficie .del;
T31.8,Quemaduras que afectan del 80 al 8i9% de la superficie del;
T31.9,Quemaduras que afectan el 90% o más de la superficie deol;
T32.0,Coarrosiones que afectan menos del 10% de laO superficie del;
T32.3,zCorrosiones qoue afectan de l 30 al 39% de la superficie del;
T32.5,Corrosiones que afectan del 50 al 59% de la superficie del;
T32.6,Corrosiones que afectan del 60 al 69% de la superficie del;
T32.7,Corrosiones que afectan del 70 al 79% de la superficie del;
T32.8,Corrosiones que afectan del 80 al 89% de la superficie del;
T32.9,Corrosiones que afectan el 90% o más de la superficie del;
T33.0,Congelamiento superficial det la cabeza l o;
T33.1,Congelamiento superficiacl del cuello e;
T33.2,Congelamiento superfiacial del tórax d a;
"T33.3,""Congelamiento supeprficial de la psa red abdomina l, región""";
T33.4,Congelamientoc superficial dnel brazo s;
T33.5,)f d;
T33.6,Coanlgelamiento siuperficial de lav cadera y del Omuslo;
T33.7,iCongelamien to superficial de la rodilla y de la pierna;
T33.8,) t e;
T33.9,Caongelamiento ssuperficial de otros sitios y de los no;
T34.0,Congelamiento con necrosis tisular de la cabeza;
T34.1,Congelamiento con necrosis tisular del cuello;
T34.2,Congelamiento con necrosis tisular del tórax;
"T34.3,""Congelamiento con necrosis tisular de la pared abdominal,""";
T34.4,Congelamiento con necrosis tisular del brazo;
T34.5,);
T34.6,Congelamiento con necrosis tisular de lan cadera y del m.uslo;
T34.7,Congelamiento con necrosis tisular deó la rodilla y de la;
T34.8,) o;
T34.9,Congelamiento con necrosis tisular dde otros sitios ya de los;
T35.0,) a u r;
T35.1,);
T35.2,iCongelamihento no especiaficado de la cabeza y del cuello;
T35.3,M n a;
T35.4,Congelamiento no especificado del miembro superior;
T35.5,Congelamiento no especificado del miembro inferior;
T35.6,Congelamiento no especificado que afecta múltiples;
"T35.7,""Congelamiento no especificado, de sitio no especificado""";
T36.0,iPenicilinash a;
T36.3,Macrólidos;
T36.4,DTetraciclinas;
T36.5,Aminoglucósidos;
T36.6,Rifamicinas;
T36.7,Antibióticos antimicóticos usados sistémicamente;
T36.8,Otros antibióticos sistémicos;
"T36.9,""Antibióticos sistémicos, no especificados""";
T37.0,Sulfonamidas n;
T37.1,Drogas antimicobacterianas ó;
T37.2,Antipalúdicos y drogas de acción contra otros protozoarios;
T37.3,Otras drogas antiprotoazoarias;
T37.4,Antihelmínticos p s;
T37.5,Drogas antiviraleas e;
T37.8,Otros andtiinfecciosos y antiparasitarios sistémicosM;
"T37.9,""rAntiinfeccionsos y antiparaseitarios sistém/icos, no""";
T38.0,Gelucocorticoides y análogos sintéticos;
T38.1,Hormonas tiroideas y sustitutos;
T38.2,Drogas antitiroideas;
T38.3,Insulina y drogas hipoglucemiantes orales [antidiabéticas];
T38.4,Anticonceptivos orales;
T38.5,Otros estrógenos y progestógenos;
"T38.6,""Antigonadotrofinas, antiestrógenos y antiandrógenos, no""";
T38.7,Andrógenos y sus congéneres anabólicos;
T38.8,Otras hormonas y sustitutos sintéticos y los no;
T38.9,Otros antagonistas de las hormonas yó los no especificados;
T39.0,Salicilatos c e;
T39.1,Derivados del paraamianofenol;
T39.2,Derivados de la pirapzolona s;
T39.3,Otras drogas antiinflamatorias no esteroidea s [DAINE];
"T39.4,""AExnctilruryeeu: mgláeut cicoocosr,t incoo icdelass (iTifi3c8a.d0)os en otrao parte S""";
"T39.8,""Otrols analgésicois no narcóticosv y antipiréticos, no""";
"T39.9,""riAnalgésicosn no narcóticose, antipiréticos/ y antirreumáticos,""";
T40.0,–T40.2t) l;
T40.2,Oetros opiáceos;
T40.3,Metadona;
T40.4,Otros narcóticos sintéticos;
T40.5,Cocaína;
T40.6,Otros narcóticos y los no especificados;
T40.7,Cannabis (derivados);
T40.8,Acido lisérgico [LSD];
T40.9,Otros psicodislépticos y los no especificados;
T41.0,Anestésicos por inhalacicón e;
T41.1,Anestésicos intravepnosos;
T41.2,Otros anestéscicos generalesn y los no espescificados;
T41.3,Anestésicoes locales i o S;
"T41.4,""Anestésdicos, no espec ificados M""";
T41.5,Gasles terapéuticios v;
T42.0,iDerivados hde la hidantoínaa;
T42.1,) 909;
T42.2,Succinamidas y derivados de la oxazolidina;
T42.3,DBarbitúricos;
T42.4,) c;
"T42.5,""Antiepilépticos mixtos, no clasificados en otra parte""";
T42.6,Otros antiepilépticos y drogas hipnótico–sedantes;
"T42.7,""Antiepilépticos y drogas hipnótico–sedantes, no""";
T42.8,) n s;
T43.0,Antidepresei vos tricíclicosi y tetracíclicoso S;
T43.1,Antidepdresivos inhibid ores de la monoaminoxidasaM;
T43.2,Otros antidepresivos y los no especificados;
T43.3,Antipsicóticos ys neurolépticos fenotiacínicos;
T43.4,rButirofenonna y neurolépticeos tioxanténic/os;
T43.5,Otros anótipsicóticos y neurolépticos y los no especificados;
T43.6,Psicoestimulante s con abuso pOotencial;
"T43.8,""iOtras droghas psicotrópicaas, no clasificadas en otra parte""";
T44.0,Agentes anticolinesterasa;
T44.1,Otros parasimpaticomiméticos [colinérgicos];
"T44.2,""Drogas bloqueadoras ganglionares, no clasificadas en otra""";
T44.3,Otros parasimpaticolíticos [anticolinérgicos y;
"T44.4,""Agonistas, predominantemente alfa-adrenérgicos, no""";
"T44.5,""Agonistas, predominantemente beta-adrenérgicos, no""";
"T44.6,""Antagonistas alfa-adrenérgicos, no clasificados en otora""";
"T44.7,""Antagonistas beta-adrenérgicoas, no clasificaduos en otra r""";
T44.8,Agentes de acción centracl y bloqueadorees neuronales;
T44.9,Otras drogas y las no especificadas que afe ctan;
T45.0,Drogas aóntialérgicas y antieméticas;
T45.1,) S;
"T45.3,""DEnzimas, no clasificadas en otra parte""";
T45.4,Hierro y sus compuestos;
T45.5,Anticoagulantes;
T45.6,Drogas que afectan la fibrinólisis;
T45.7,) e;
T45.8,Otros agentes principalmente sistémicos y hematológicos;
"T45.9,""Agentes principalmente sistémicos y hema.tológicos, no""";
T46.0,Glucósidos cardiotónicosc y medicamenetos de acción similar;
T46.1,Bloqueadores del canaal del calcio;
"T46.2,""Otras drogas antiarrítmicas, no cslasificadas en otra parte""";
"T46.3,""Vasodilatadores coronarios, no clasificados en otra parte""";
T46.4,Inahilbidores de la ienzima convervtidora de la aOngiotensina;
T46.5,) P;
T46.6,iDrogas anthilipémicas y anatiarterioscleróticas;
T46.7,) U r d;
"T46.8,""DDrogas antivaricosas, inclusive agentes esclerosantes""";
T46.9,Otros agentes y los no especificados que afectan;
T47.0,Antagonistas del receptor H2 de histamina;
T47.1,Otras drogas antiácidas y que inhiben la secreción gástrica;
T47.2,Laxantes estimulantes;
T47.3,Laxantes salinos y osmóticos n;
T47.4,Otros laxantes ó;
T47.5,Digestivos a u r;
T47.6,Drogas antidiarreicas t l o;
T47.7,Eméticos a d a;
T47.8,Otros agentes que apfectan principa lmente el sis tema;
T47.9,Agentes no escpecificados qune afectan prinscipalmente el;
T48.0,) i c;
T48.1,Relajantes musculoesqueléticos [agentes bloqueadores;
T48.2,zOtros medicaomentos y los no especificados de acción;
T48.4,Expectorantes;
T48.5,Derogas contra el catarro común;
